idCountry,Fecha,Hora,Distancia,Estado,Latitud,Longitud,Magnitud,Profundidad
3,1975-01-31,12:51:48,391 km al SUROESTE de LA MIRA, MICH,15.35,-104.72,4.5,33.0
3,1975-02-01,03:36:44,27 km al SUR de VENUSTIANO CARRANZA, CHIS,16.1,-92.6,4.3,237.0
3,1975-02-02,19:03:25,37 km al ESTE de FRONTERA COMALAPA, CHIS,15.61,-91.8,5.4,218.0
3,1975-02-03,14:29:20,97 km al SUROESTE de OMETEPEC, GRO,15.92,-98.85,4.2,33.0
3,1975-02-09,21:59:06,425 km al SURESTE de CD HIDALGO, CHIS,13.06,-88.58,4.6,179.0
3,1975-02-13,12:45:30,24 km al SUROESTE de CHILPANCINGO, GRO,17.37,-99.62,4.8,80.0
3,1975-02-13,20:25:21,84 km al SUROESTE de MAPASTEPEC, CHIS,14.85,-93.38,4.6,33.0
3,1975-02-19,21:23:54,113 km al ESTE de CD HIDALGO, CHIS,14.51,-91.12,4.6,143.0
3,1975-02-21,18:47:21,12 km al SURESTE de TECPAN, GRO,17.16,-100.54,5.3,40.0
3,1975-02-24,08:19:42,28 km al NORESTE de CD HIDALGO, CHIS,14.79,-91.92,4.6,33.0
3,1975-03-03,00:19:16,29 km al ESTE de PETATLAN, GRO,17.5,-101.0,4.6,80.0
3,1975-03-06,13:32:41,391 km al SUR de CABO SAN LUCAS, BCS,19.4,-109.3,4.6,33.0
3,1975-03-07,21:17:30,191 km al SUROESTE de PIJIJIAPAN, CHIS,14.5,-94.5,4.4,33.0
3,1975-03-09,06:08:02,90 km al SUROESTE de AHOME, SIN,25.68,-110.03,4.5,33.0
3,1975-03-13,06:35:42,37 km al NORESTE de ATOYAC DE ALVAREZ, GRO,17.42,-100.16,4.4,73.0
3,1975-03-13,17:19:15,28 km al OESTE de PINOTEPA NACIONAL, OAX,16.38,-98.31,4.4,33.0
3,1975-03-13,17:40:10,281 km al SURESTE de CHETUMAL, QR,16.32,-86.96,5.2,33.0
3,1975-03-14,00:04:31,14 km al ESTE de TONALA, CHIS,16.11,-93.63,5.5,155.0
3,1975-03-21,06:02:31,58 km al NORESTE de TECATE, BC,32.98,-116.25,4.1,25.0
3,1975-03-24,00:59:56,189 km al SURESTE de CD HIDALGO, CHIS,13.63,-90.77,4.9,59.0
3,1975-03-24,01:15:32,146 km al ESTE de CACAHOATAN, CHIS,15.13,-90.81,4.5,33.0
3,1975-03-24,05:51:03,362 km al SURESTE de CD HIDALGO, CHIS,13.04,-89.25,4.6,93.0
3,1975-03-24,20:31:22,190 km al SURESTE de CD HIDALGO, CHIS,13.65,-90.74,5.3,33.0
3,1975-04-04,08:36:57,15 km al SURESTE de CD HIDALGO, CHIS,14.55,-92.1,4.2,100.0
3,1975-04-13,13:48:05,19 km al NOROESTE de VICENTE GUERRERO, BC,30.84,-116.13,4.5,33.0
3,1975-04-13,17:09:21,67 km al NORTE de SANTA ROSALIA, BCS,27.94,-112.37,4.1,33.0
3,1975-04-14,17:17:43,238 km al SURESTE de CD HIDALGO, CHIS,13.62,-90.23,4.3,107.0
3,1975-04-23,05:14:48,62 km al SUROESTE de OMETEPEC, GRO,16.34,-98.87,6.0,11.0
3,1975-04-23,05:46:06,68 km al SUROESTE de OMETEPEC, GRO,16.2,-98.8,5.1,34.0
3,1975-04-23,07:30:42,156 km al SUROESTE de PINOTEPA NACIONAL, OAX,15.23,-98.95,4.3,33.0
3,1975-04-23,09:03:51,108 km al SUR de CD HIDALGO, CHIS,13.7,-92.2,4.6,33.0
3,1975-04-23,14:14:46,110 km al SUROESTE de OMETEPEC, GRO,15.84,-98.95,4.6,33.0
3,1975-04-24,12:01:56,64 km al SUROESTE de PINOTEPA NACIONAL, OAX,15.88,-98.42,4.9,33.0
3,1975-04-24,12:13:07,87 km al SUROESTE de PINOTEPA NACIONAL, OAX,15.71,-98.53,4.5,33.0
3,1975-04-24,14:12:58,132 km al SUROESTE de PINOTEPA NACIONAL, OAX,15.6,-99.02,4.5,33.0
3,1975-04-24,18:59:02,65 km al SUROESTE de PINOTEPA NACIONAL, OAX,16.0,-98.55,4.5,33.0
3,1975-04-27,18:17:49,43 km al SURESTE de GPE VICTORIA(KM.43), BC,32.0,-114.8,4.8,9.0
3,1975-04-30,13:13:53,122 km al SUROESTE de PINOTEPA NACIONAL, OAX,15.6,-98.9,4.4,33.0
3,1975-04-30,13:17:25,19 km al ESTE de CHILAPA DE ALVAREZ, GRO,17.6,-99.0,4.3,161.0
3,1975-05-01,05:50:03,171 km al SURESTE de CD HIDALGO, CHIS,13.24,-91.58,4.4,33.0
3,1975-05-02,10:12:33,170 km al SUROESTE de PINOTEPA NACIONAL, OAX,15.24,-99.16,4.7,33.0
3,1975-05-03,11:10:18,64 km al NORESTE de SAN JOSE DEL CABO, BCS,23.61,-109.5,4.3,33.0
3,1975-05-03,11:33:33,111 km al SUROESTE de NAVOLATO, SIN,24.29,-108.67,4.6,33.0
3,1975-05-03,21:14:41,73 km al SURESTE de SAN MARCOS, GRO,16.19,-99.12,4.5,18.0
3,1975-05-04,05:09:40,43 km al NORTE de TECPAN, GRO,17.6,-100.7,4.3,100.0
3,1975-05-16,06:01:30,89 km al SURESTE de SALINA CRUZ, OAX,15.58,-94.64,4.5,54.0
3,1975-05-21,10:41:57,290 km al SURESTE de CD HIDALGO, CHIS,13.33,-89.85,4.6,33.0
3,1975-06-04,22:04:51,40 km al SURESTE de TEPALCATEPEC, MICH,18.84,-102.73,4.1,108.0
3,1975-06-07,10:07:01,50 km al SUROESTE de CD HIDALGO, CHIS,14.38,-92.5,4.0,33.0
3,1975-06-13,20:25:59,151 km al SUROESTE de LA CRUZ, SIN,23.06,-108.04,5.2,33.0
3,1975-06-13,20:40:11,166 km al ESTE de SAN JOSE DEL CABO, BCS,22.9,-108.1,4.8,33.0
3,1975-06-19,10:12:42,336 km al SURESTE de CD HIDALGO, CHIS,13.37,-89.34,5.0,93.0
3,1975-06-19,22:13:15,11 km al NORESTE de MEXICALI, BC,32.75,-115.41,4.3,10.0
3,1975-06-19,23:48:21,12 km al NORESTE de MEXICALI, BC,32.76,-115.41,4.3,10.0
3,1975-06-20,16:15:38,13 km al NORESTE de MEXICALI, BC,32.76,-115.39,4.3,10.0
3,1975-06-20,16:50:31,9 km al NORESTE de MEXICALI, BC,32.72,-115.4,4.0,10.0
3,1975-06-24,23:59:16,49 km al OESTE de CASIMIRO CASTILLO, JAL,19.68,-104.9,4.8,90.0
3,1975-06-25,00:05:08,68 km al SURESTE de SALINA CRUZ, OAX,15.8,-94.7,4.8,66.0
3,1975-06-25,13:20:44,282 km al SUROESTE de CIHUATLAN, JAL,18.23,-107.02,4.9,33.0
3,1975-06-26,00:45:17,167 km al SURESTE de CD HIDALGO, CHIS,14.0,-90.77,4.8,76.0
3,1975-06-30,16:58:24,70 km al SUROESTE de LA MIRA, MICH,17.79,-102.94,5.1,27.0
3,1975-06-30,19:51:25,29 km al SURESTE de TLACOLULA, OAX,16.78,-96.27,4.0,151.0
3,1975-07-01,04:12:39,44 km al NOROESTE de LA MIRA, MICH,18.3,-102.64,4.8,60.0
3,1975-07-02,14:54:12,53 km al SUROESTE de PINOTEPA NACIONAL, OAX,16.13,-98.5,4.7,33.0
3,1975-07-08,03:37:25,160 km al NORESTE de GUERRERO NEGRO, BCS,29.304,-113.468,6.5,5.0
3,1975-07-12,10:20:35,116 km al SUROESTE de HUIXTLA, CHIS,14.42,-93.25,4.4,33.0
3,1975-07-17,11:52:01,349 km al SURESTE de CD HIDALGO, CHIS,13.57,-89.12,4.5,33.0
3,1975-07-17,12:24:46,74 km al ESTE de RODOLFO SANCHEZ T(MRO), BC,31.88,-115.81,4.9,10.0
3,1975-07-21,23:22:46,15 km al NORESTE de CD ALTAMIRANO, GRO,18.41,-100.54,4.5,99.0
3,1975-07-24,00:34:26,86 km al SUROESTE de M ALEMAN(LA DOCE), SON,28.16,-111.9,4.2,33.0
3,1975-07-28,08:42:36,76 km al SUROESTE de AHOME, SIN,25.34,-109.58,4.7,33.0
3,1975-07-28,09:26:17,75 km al SUROESTE de AHOME, SIN,25.38,-109.62,5.2,33.0
3,1975-07-28,10:51:53,80 km al SUROESTE de AHOME, SIN,25.37,-109.69,4.9,33.0
3,1975-07-28,11:42:20,98 km al SUROESTE de LOS MOCHIS, SIN,25.03,-109.48,4.7,33.0
3,1975-08-01,01:27:57,210 km al NORTE de MANUEL OJINAGA, CHIH,31.43,-104.01,4.8,5.0
3,1975-08-02,11:15:05,136 km al NORESTE de SAN JOSE DEL CABO, BCS,23.92,-108.75,5.0,33.0
3,1975-08-03,07:32:53,70 km al SURESTE de RODOLFO SANCHEZ T(MRO), BC,31.5,-115.88,4.5,33.0
3,1975-08-13,17:07:43,245 km al ESTE de CD HIDALGO, CHIS,14.53,-89.88,4.7,256.0
3,1975-08-19,08:57:12,63 km al SUROESTE de ARRIAGA , CHIS,15.85,-94.34,5.6,33.0
3,1975-08-19,14:18:55,142 km al SUROESTE de PINOTEPA NACIONAL, OAX,15.29,-98.81,5.6,33.0
3,1975-08-22,17:08:16,110 km al SUROESTE de MAPASTEPEC, CHIS,14.65,-93.51,5.2,38.0
3,1975-08-26,14:06:02,116 km al SUROESTE de PIJIJIAPAN, CHIS,15.05,-94.07,4.9,50.0
3,1975-08-31,07:19:03,184 km al SURESTE de CD HIDALGO, CHIS,14.08,-90.56,4.5,88.0
3,1975-09-08,05:05:26,95 km al OESTE de AHOME, SIN,26.01,-110.12,4.4,33.0
3,1975-09-08,23:52:58,114 km al SUROESTE de TONALA, CHIS,15.28,-94.42,4.1,33.0
3,1975-09-12,02:56:58,181 km al SURESTE de CD HIDALGO, CHIS,13.62,-90.87,4.3,43.0
3,1975-09-12,20:38:33,22 km al NOROESTE de VICENTE GUERRERO, BC,30.89,-116.12,5.4,33.0
3,1975-09-12,20:55:26,32 km al NOROESTE de VICENTE GUERRERO, BC,30.87,-116.28,5.1,33.0
3,1975-09-12,22:21:21,52 km al SUROESTE de LAZARO CARDENAS, BC,30.35,-116.44,4.8,33.0
3,1975-09-13,07:30:12,46 km al OESTE de LAZARO CARDENAS, BC,30.43,-116.4,4.7,33.0
3,1975-09-13,08:09:16,55 km al SUROESTE de LAZARO CARDENAS, BC,30.3,-116.44,4.8,33.0
3,1975-09-21,07:13:02,129 km al SUROESTE de PIJIJIAPAN, CHIS,14.75,-93.92,5.4,33.0
3,1975-09-21,09:55:27,138 km al SURESTE de CD HIDALGO, CHIS,14.12,-91.01,4.8,102.0
